channel,success_ratio,protocol,seed,time_min,parent_changes_cumulative,parent_switch_console
lossy,0.85,RPL_AER,20260503,6.1988,168,0
lossy,0.85,RPL_AER,20260503,8.6784,239,0
lossy,0.85,RPL_AER,20260503,11.1579,304,0
lossy,0.85,RPL_AER,20260503,13.6374,378,0
lossy,0.85,RPL_AER,20260503,16.117,443,0
lossy,0.85,RPL_AER,20260503,18.5965,517,0
lossy,0.85,RPL_AER,20260503,21.0761,582,0
lossy,0.85,RPL_AER,20260503,23.5556,656,0
lossy,0.85,RPL_AER,20260503,26.0351,721,0
lossy,0.85,RPL_AER,20260503,28.5147,799,0
lossy,0.85,AER_MQOS,20260503,1.2398,57,0
lossy,0.85,AER_MQOS,20260503,3.7193,117,0
lossy,0.85,AER_MQOS,20260503,6.1989,168,0
lossy,0.85,AER_MQOS,20260503,8.6784,241,0
lossy,0.85,AER_MQOS,20260503,11.1579,306,0
lossy,0.85,AER_MQOS,20260503,13.6375,380,0
lossy,0.85,AER_MQOS,20260503,16.117,445,0
lossy,0.85,AER_MQOS,20260503,18.5966,519,0
lossy,0.85,AER_MQOS,20260503,21.0761,584,0
lossy,0.85,AER_MQOS,20260503,23.5557,658,0
lossy,0.85,AER_MQOS,20260503,26.0352,723,0
lossy,0.85,AER_MQOS,20260503,28.5148,801,0
lossy,0.85,RPL_STANDARD,20260504,1.2397,81,0
lossy,0.85,RPL_STANDARD,20260504,3.7192,196,0
lossy,0.85,RPL_STANDARD,20260504,6.1987,295,0
lossy,0.85,RPL_STANDARD,20260504,8.6782,410,0
lossy,0.85,RPL_STANDARD,20260504,11.1577,509,0
lossy,0.85,RPL_STANDARD,20260504,13.6372,624,0
